epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
185,505.052,0.87398,1.18175,0.00121,0.87229,0.89395,0.95424,0.79034,0.90356,0.9107,0.00176,8.92e-05,8.92e-05,8.92e-05
186,508.154,1.04457,1.1509,0.00121,0.87803,0.89742,0.95424,0.79249,0.90774,0.90748,0.00176,8.425e-05,8.425e-05,8.425e-05
187,510.724,0.99702,1.08199,0.0011,0.87803,0.89742,0.95424,0.79249,0.90774,0.90748,0.00176,7.93e-05,7.93e-05,7.93e-05
188,513.475,1.04093,1.13819,0.00098,0.88275,0.90938,0.95424,0.79202,0.89226,0.90039,0.00174,7.435e-05,7.435e-05,7.435e-05
189,515.99,1.30439,1.33762,0.00137,0.88275,0.90938,0.95424,0.79202,0.89226,0.90039,0.00174,6.94e-05,6.94e-05,6.94e-05
190,518.666,1.16319,1.52936,0.00154,0.87837,0.90905,0.95424,0.7876,0.90889,0.9032,0.00174,6.445e-05,6.445e-05,6.445e-05
191,522.901,0.95863,2.45038,0.00146,0.87837,0.90905,0.95424,0.7876,0.90889,0.9032,0.00174,5.95e-05,5.95e-05,5.95e-05
192,525.591,0.88727,1.67863,0.00102,0.89014,0.89688,0.95493,0.7873,0.93701,0.91388,0.0018,5.455e-05,5.455e-05,5.455e-05
193,528.085,0.85309,1.60693,0.00099,0.89014,0.89688,0.95493,0.7873,0.93701,0.91388,0.0018,4.96e-05,4.96e-05,4.96e-05
194,530.769,1.0173,2.01535,0.00126,0.89984,0.89161,0.95432,0.77999,0.96746,0.93243,0.00187,4.465e-05,4.465e-05,4.465e-05
195,533.327,0.99759,2.06465,0.00143,0.89984,0.89161,0.95432,0.77999,0.96746,0.93243,0.00187,3.97e-05,3.97e-05,3.97e-05
196,536.412,0.77747,1.58958,0.00096,0.90483,0.88997,0.95889,0.78514,1.00946,0.94694,0.00193,3.475e-05,3.475e-05,3.475e-05
197,538.937,0.97049,2.22334,0.00146,0.90483,0.88997,0.95889,0.78514,1.00946,0.94694,0.00193,2.98e-05,2.98e-05,2.98e-05
198,541.59,1.53668,2.48553,0.00185,0.98899,0.85532,0.98667,0.80613,1.01326,0.9579,0.00199,2.485e-05,2.485e-05,2.485e-05
199,544.175,0.93089,1.59837,0.00106,0.98899,0.85532,0.98667,0.80613,1.01326,0.9579,0.00199,1.99e-05,1.99e-05,1.99e-05
200,546.925,1.13949,1.86792,0.0012,0.94111,0.86337,0.98667,0.80875,1.03337,0.97759,0.00203,1.495e-05,1.495e-05,1.495e-05
